1.118216289346684489e+00 -1.824668975911314106e-01 -4.843088325905645641e-01 -1.738067108666709326e-01 -4.435655879736172952e-02 4.796421930705421777e-01 -2.271753510986372626e-01 4.682738932799767051e-01 -1.035616722975562842e+00 -7.537294288696748390e-02 -8.192473540506145513e-01 -3.447409654666534484e-01 1.440031458964230113e-02 -5.291242341536072091e-01 3.202204460911492467e-01 9.134113622047267400e-01 6.668737538029014811e-01 -2.267857089887857502e-01 -1.373111341388532913e-01 4.787578917388627953e-01 6.627478792055464807e-02 3.730220844560007132e-01 4.326524499296672821e-01 -1.251937883243746732e-02 7.829716099544300478e-01 4.698554396334889138e-01 -5.667527528564459960e-01 -8.561443994360577736e-02 -6.324776340505501304e-01 2.697188631362574807e-01 3.122313613190533244e-01 -8.697040085757754557e-01 -6.700476136370428493e-02 5.536334731262718689e-01 1.936114456067938583e-01 -5.730280655012438135e-02 4.166071266074850565e-01 -4.078360145571877649e-01 -5.748926119671502466e-01 1.110808764015857264e+00 5.457388762652669589e-01 4.475560565899803778e-01 3.482566901243511204e-02 -1.702516025412032993e-02 4.044621056663937342e-01 -3.106762936992159552e-01 2.784004137377157906e-01 -8.615387051522417627e-02 -1.124706494112103217e+00 -3.501145436532337452e-01
8.816249294204704379e-01 -4.013106689345211642e-01 -2.001944743788794390e-01 -3.841463554963275850e-01 1.312616011407770622e-01 3.699078205296805755e-01 -7.457176028480666519e-02 2.894528634174323711e-01 -1.271530583741165010e+00 -2.124569926633803063e-01 -4.065808012670810156e-01 -5.107329350017614233e-01 -1.041090596987291061e-01 -7.824081242039229167e-01 5.006693059208087160e-01 8.666904147505783973e-01 6.135884735453535077e-01 -2.345172550540827461e-01 -2.079685190195765532e-01 4.528687360498966918e-01 7.294028192953716516e-02 -3.623700245604134351e-03 3.218157388218840231e-01 -2.383053397403084861e-01 6.085815574704682707e-01 4.490016832833739202e-01 -4.296323895569942874e-01 -2.233773512026948349e-01 -5.763380055108289213e-01 3.179310344312109016e-01 5.107117005065295312e-02 -9.987293139428307098e-01 -4.350559112375723680e-01 7.994990381414043279e-01 6.112840176695257671e-02 -1.104163437624581384e-01 1.851717426771996300e-01 -5.940810663101618871e-01 -6.356732401595589499e-01 9.347649342100025072e-01 4.608476703887661174e-01 6.145801623566040650e-01 2.444452531754953972e-01 -4.194746263737169495e-02 3.976754548154376456e-01 -2.254646152316313878e-01 4.290520592980539560e-01 3.857606335405782544e-03 -1.072121670523861869e+00 -2.442505190092432443e-01
9.063405077678458044e-01 -2.599488239718247828e-01 -4.850191061353260058e-01 -1.880249859623654984e-01 1.691488203554880054e-01 5.883363409660650190e-01 -1.184235724041713955e-01 3.250275100897522251e-01 -9.405078565264610724e-01 -3.228526889362870467e-01 -7.762600388085214576e-01 -1.828828100411966917e-01 9.345095105935001534e-02 -5.262082069088322989e-01 3.187343830618576956e-01 1.107504220498784386e+00 7.763270072713984726e-01 -2.159256066343400449e-01 -1.333845327189801637e-02 3.278115360400743472e-01 2.764491493741553230e-01 4.204285830726725015e-01 5.010785855385050391e-01 1.461611625237721201e-01 8.868776832288700618e-01 5.378048735592785290e-01 -6.479905876189987479e-01 -2.401476972033162738e-01 -4.770229511032469394e-01 2.791735349200103466e-01 3.650903777385001714e-01 -1.023464109543394951e+00 -6.644900210860472944e-02 6.706102541526323124e-01 2.441689020259913967e-01 -3.772733073138997972e-02 3.940064158625516955e-01 -4.883738231820637932e-01 -5.093817616094663547e-01 1.061045034996367376e+00 5.845158072760801016e-01 4.987085915722034302e-01 -1.360164533029826761e-01 6.919960074343312062e-02 4.940666403533844342e-01 -2.641891862782658751e-01 3.992016038497532837e-01 -3.841574233190443721e-02 -1.210764624731445860e+00 -2.766899058239925546e-01
8.624706404811209870e-01 -2.621894127127103458e-01 -5.005740140882954936e-01 -2.879223067381289081e-01 3.760871771870461650e-02 4.894538929297812535e-01 1.673438194149079808e-02 4.259362685015042338e-01 -1.007405939455208399e+00 -2.735649883701827823e-01 -7.423525965706779806e-01 -3.558852552357423815e-01 -9.801663250137127026e-02 -6.040213681818982216e-01 2.061805173677515035e-01 9.078757688011707128e-01 5.618948350699317640e-01 -3.101040421317974305e-01 -1.793756504030000754e-01 3.811524502008755699e-01 2.077508999648063348e-01 1.954973496498137731e-01 3.441963563360395106e-01 -1.751985648540910906e-02 5.935231361007048401e-01 5.308675277907094481e-01 -5.260717228306103221e-01 -3.724253605687434243e-01 -5.055750311460392998e-01 2.476830484942111055e-01 5.431867368340481672e-02 -9.499442117242219430e-01 -1.494660630216880781e-01 5.139361491677614246e-01 1.229214928146394742e-01 -3.132973196500947188e-01 3.352748118052407134e-01 -4.645331660113798944e-01 -6.858010600878660101e-01 1.208340088985556671e+00 5.207914237480455455e-01 5.810801625428966277e-01 8.042322064690204941e-02 -1.876059215301581207e-01 3.645158251170450558e-01 -1.417953944019678392e-01 4.476895549890445580e-01 -1.722171165035776830e-01 -9.764037128640783436e-01 -3.427964339353759549e-01
1.363145162051295989e+00 3.423017006519392391e-02 -5.601152305945100718e-01 1.580126951771709531e-01 3.115472165918623665e-02 3.290858374968959055e-01 -1.756809879641277328e-01 2.264779540538909008e-01 1.608700472146481764e-01 -4.823155077574064337e-02 -9.847177592728272311e-01 -5.615103759043473808e-01 -3.792291311818756228e-01 -6.676421040652985583e-01 -3.792018878407003579e-01 1.392901724918884920e-01 1.592097219264020147e+00 1.533686451244843374e-01 5.806426917420585143e-01 1.870642364692718107e-01 5.089241546454336129e-01 -1.818301849381454005e-01 1.661611749647014247e-01 -1.138424083552505572e-01 3.448421869751268076e-01 1.440789046350861857e-01 -3.986190838420438642e-01 -7.948628761263811793e-01 -5.114836327723658593e-01 8.676086828757477720e-01 -1.240454996402338278e-01 -6.288282325176672849e-01 5.574992692064524302e-01 8.837843839511528854e-01 4.673709429824807748e-01 4.740052454271373450e-01 1.235164862200463787e-01 -2.782410431217038904e-01 -2.555367219776017440e-01 1.075952190914096995e+00 1.311668721504389179e+00 6.470297645915604745e-01 2.840285313173011028e-01 -2.964737836670518489e-01 1.579107950365829516e-01 2.493576224419221943e-01 -1.308303729658094605e-01 1.460192889894068868e-01 -7.088156183320344361e-01 -5.007446336034655499e-01
1.019233461102095895e+00 9.069184860878031287e-03 -4.044299236578858814e-01 -2.610505148570261835e-01 -5.133522181955583324e-02 6.610442278577473019e-01 -2.195930162295011423e-01 3.620869731337696407e-01 -1.054304401651135814e+00 -4.438868112259802129e-02 -7.771861725008276656e-01 -2.300527755016872344e-01 5.162140919015537760e-02 -6.190318729615417181e-01 4.143651063952696889e-01 1.004282383776385457e+00 8.665479698898896910e-01 -6.556276001548787258e-02 -1.001362667562237518e-01 5.285301441054369720e-01 1.302975346432330428e-01 4.262503902986438109e-01 4.920301430071654658e-01 -1.021803249304503169e-01 9.614062529309308491e-01 4.918875890750388780e-01 -6.288980579655499836e-01 1.107589111326426207e-01 -6.632710016729003177e-01 3.938516700258685721e-01 4.061802849577858532e-01 -8.658564900744587511e-01 7.512648836675432651e-02 5.799905023967691919e-01 1.954537099673624434e-01 -5.532378426044638753e-02 4.885109715227926031e-01 -5.708238745705039863e-01 -5.418211672830237635e-01 9.360837388448252083e-01 5.934213434555489775e-01 4.902084159102138017e-01 4.512638205015072346e-02 -5.742435558801293333e-02 4.856815372060829805e-01 -3.157409561382871210e-01 1.725711170579380394e-01 -2.168052032179151878e-01 -1.201386348825806971e+00 -4.290957499838298772e-01
1.062664610495783091e+00 -2.675237656604260161e-01 -4.864110417028779665e-01 -5.176523945561996021e-01 -7.942242370329530288e-02 4.717299608665223021e-01 7.769256560542002477e-02 3.461551673093529180e-01 -1.129844111010852359e+00 -1.021831157013217417e-01 -7.007409860351830888e-01 -5.036622789622937635e-01 6.681035777802668552e-02 -7.005700332235471617e-01 4.139456808062411675e-01 9.406484993605056522e-01 5.828131208493191329e-01 -3.093990227780085145e-01 -7.506686503504166053e-02 3.480864755592161797e-01 2.135529879872060388e-01 2.661428643162939700e-01 3.980217601280278128e-01 4.587703873467172816e-02 7.338975661439181009e-01 5.774601935004957109e-01 -5.945507806776914039e-01 -2.794599986436173689e-01 -5.337320978947934780e-01 2.524132273815248295e-01 1.985432420408037024e-01 -1.019191479844068215e+00 -1.888259685612255490e-01 6.886192119929888111e-01 2.139291008705228037e-01 -2.139655010835188054e-01 4.319607011404729691e-01 -4.935968931777128810e-01 -5.761595343279156678e-01 9.468798372199217495e-01 4.378088323612014943e-01 7.526941194546408198e-01 1.182953096101781593e-01 -3.034992983631048732e-02 4.873105502850529347e-01 -3.718943080893797881e-01 3.787669914978768482e-01 -1.823387238788351239e-01 -1.205550200950403994e+00 -4.408146691463270539e-01
1.207038903719281686e+00 -1.853799075466445456e-01 -4.046569406319788786e-01 -4.043141338743375113e-01 -1.918953153273488532e-01 3.926850461659088243e-01 -2.069771384513915263e-02 4.943862187311713341e-01 -9.350836088359839593e-01 -2.716042712138960757e-01 -5.668922268803034958e-01 -4.828757985996568469e-01 1.126982729970312930e-01 -7.029504596792951476e-01 2.739369961321298508e-01 8.060146044579479252e-01 7.397947320444199226e-01 -5.011517956868491996e-01 1.082486824952325899e-01 1.035795124306445325e-01 2.822328898515308881e-01 1.576445760628354953e-01 4.536093703557653734e-01 -1.475822519172466374e-01 6.995729940760372356e-01 6.440993972557911285e-01 -4.318916067221576505e-01 -3.413444211385885385e-01 -4.650888317819480422e-01 5.993017784386459046e-02 1.883845761297825161e-01 -1.190604989833008887e+00 -1.380880946807947797e-02 6.688872453833976106e-01 1.599385478723927834e-01 -1.552726125389358447e-01 2.245178117220085756e-01 -7.470741889958417703e-01 -5.660130461705998872e-01 7.571982417699927304e-01 6.225562870631139445e-01 6.486844317430521256e-01 1.138416381774620956e-01 -6.624209804215384911e-02 5.223729035956499178e-01 -2.896028375792000786e-01 4.386376906505556339e-01 -2.703338514364505007e-01 -1.073053727768977783e+00 -5.166028762990922951e-01
9.889173044596748507e-01 -6.744217703267724184e-02 -5.410915506847904233e-01 -6.820449182242693809e-01 -1.713418167906490819e-01 3.940133874652460566e-01 -1.543470237872727191e-01 3.128594895456399683e-01 -1.062557571463653261e+00 2.472041102654932640e-02 -6.970764770854543935e-01 -4.415626215633360885e-01 6.160481456059034577e-02 -6.126348594061128416e-01 1.928603899383690423e-01 1.030839688452972913e+00 7.370011621212069208e-01 -2.449917608529841861e-01 -1.092401471419935932e-01 1.434134926619775596e-01 1.099996381830188191e-01 2.487393245166454325e-01 4.504601527823278717e-01 -4.826827025600193000e-02 6.733140373458408323e-01 4.011878171896855472e-01 -4.580238912887377167e-01 -3.487830935559569495e-02 -4.417548899696922549e-01 1.682332994406007531e-01 9.316689343018551284e-02 -9.044793711333258823e-01 -1.384514072336475443e-01 5.382309864674627020e-01 3.046778255792230161e-01 -2.316256032367920159e-01 3.165244341513467341e-01 -4.058343540508603797e-01 -5.933199106537141443e-01 8.704928429468157258e-01 4.992812086508783831e-01 5.388446595184523957e-01 2.754803594838018538e-02 -1.915993826171945580e-01 6.022892840298235129e-01 -3.122230567406378832e-01 2.850130346716546192e-01 -2.247453403866171151e-01 -9.892915419404199051e-01 -3.256237149741523784e-01
8.168519616543946649e-01 -3.051218374321526886e-02 -6.048761390019714579e-01 1.450250388319393458e-01 2.036970877323530382e-01 -8.460226416268598615e-02 -1.011243231620108762e+00 9.678095176561952728e-01 -1.436094019193455029e+00 4.370443661135754720e-02 -1.162452838716439230e+00 -3.381684882075193799e-01 -4.506877737760692920e-02 -3.680490497846254372e-01 1.546505287115427230e-01 4.885872598707236003e-01 1.111494327167876772e+00 1.574659090957329921e-01 -3.818381101017316315e-01 7.544134345905934014e-01 -1.841751594120836777e-01 4.013587677677608601e-01 1.495798101580666062e+00 9.286941443326754420e-02 1.066957441213696178e+00 3.757647113680934736e-01 -3.246924355033632970e-01 -8.685068257111000500e-02 -7.135388266216983189e-01 1.308347167152030532e-01 6.457253708261850855e-01 -1.201144183688306999e+00 -4.684854099641956315e-01 4.523264497904838644e-01 -2.382959117210727285e-01 5.952307107027902944e-02 4.784609296237958831e-01 -1.044811486503468417e-01 -7.807241395320596578e-01 3.107320317559267298e-01 3.055367981378319664e-01 5.343339609775479282e-01 -7.148370490708695346e-01 -9.846187764627775327e-03 7.193263804687678453e-01 -2.420501214868285289e-01 1.536355896683994915e-01 6.081917285357150982e-02 -1.765723382679897480e+00 -5.740544848450395143e-01
